,Title/సినిమా పేరు,Director/దర్శకుడు,Cast/నటులు,Genre/శైలి,Date/తేదీ,Year/సంవత్సరం,Month/నెల,Language/భాష,Soup/సూప్
90,భార్య,గూడవల్లిరామబ్రహ్మం,కె.ఎస్.ప్రకాశరావు,ఇతిహాసం,1941-01-01,1942,1,తెలుగు,గూడవల్లిరామబ్రహ్మం  కె.ఎస్.ప్రకాశరావు  ఇతిహాసం  1941-01-01  1942  తెలుగు
91,సత్యభామ,i.v.రావు,i.v.రావు,పురాణశాస్త్రం,1941-01-01,1942,1,తెలుగు,i.v.రావు  i.v.రావు  పురాణశాస్త్రం  1941-01-01  1942  తెలుగు
92,శాంతా బాల నాగమ్మ,s.v.s.రామారావు,"ఎం.కృష్ణారావు,",జానపదసాహిత్యం,1941-01-01,1942,1,తెలుగు,"s.v.s.రామారావు  ఎం.కృష్ణారావు,  జానపదసాహిత్యం  1941-01-01  1942  తెలుగు"
93,సుమతి,ఎ.బి.నాగభూషణం,సి.స్.ర్.ఆంజనేయులు,నాటకం,1941-01-01,1942,1,తెలుగు,ఎ.బి.నాగభూషణం  సి.స్.ర్.ఆంజనేయులు  నాటకం  1941-01-01  1942  తెలుగు
94,భాగ్యలక్ష్మి,బి.హడావిడి,చిట్టోఆర్వి.నాగయాహెచ్,నాటకం,1941-01-01,1943,1,తెలుగు,బి.హడావిడి  చిట్టోఆర్వి.నాగయాహెచ్  నాటకం  1941-01-01  1943  తెలుగు
95,భక్త కబీరు,చ.నరసింహారావు,సి.స్.ర్.ఆంజనేయులు,భక్తిప్రపత్తులు,1941-01-01,1943,1,తెలుగు,చ.నరసింహారావు  సి.స్.ర్.ఆంజనేయులు  భక్తిప్రపత్తులు  1941-01-01  1943  తెలుగు
96,చెంచు లక్ష్మి,ssh.సౌందరరాజన్,c.h.నారాయణరావు,పురాణశాస్త్రం,1941-01-01,1943,1,తెలుగు,ssh.సౌందరరాజన్  c.h.నారాయణరావు  పురాణశాస్త్రం  1941-01-01  1943  తెలుగు
97,గరుడ గర్వం,ఘంటసాలబలరామయ్య,ప్.భానుమతి,పురాణశాస్త్రం,1941-01-01,1943,1,తెలుగు,ఘంటసాలబలరామయ్య  ప్.భానుమతి  పురాణశాస్త్రం  1941-01-01  1943  తెలుగు
98,కృష్ణ ప్రేమ,h.v.బాబు,"మేవెంకటేశ్వరరావు,",భక్తిప్రపత్తులు,1941-01-01,1943,1,తెలుగు,"h.v.బాబు  మేవెంకటేశ్వరరావు,  భక్తిప్రపత్తులు  1941-01-01  1943  తెలుగు"
99,పంతులమ్మ,గూడవల్లిరామబ్రహ్మం,"w.ఉమ్మమహేశ్వరరావు,",నాటకం,1941-01-01,1943,1,తెలుగు,"గూడవల్లిరామబ్రహ్మం  w.ఉమ్మమహేశ్వరరావు,  నాటకం  1941-01-01  1943  తెలుగు"
100,భర్త భక్తి,p.s.శ్రీనివాసరావు,"బి.ట్.మూర్తి,సుభద్ర,ఎం.సుబ్బారావు,శాంతదేవి",నాటకం,1941-01-01,1943,1,తెలుగు,"p.s.శ్రీనివాసరావు  బి.ట్.మూర్తి,సుభద్ర,ఎం.సుబ్బారావు,శాంతదేవి  నాటకం  1941-01-01  1943  తెలుగు"
101,భీష్ముడు,f.నారాయణమూర్తి,"జంధ్యాలగౌరీనాథ్శాస్త్రి,",పురాణశాస్త్రం,1941-01-01,1944,1,తెలుగు,"f.నారాయణమూర్తి  జంధ్యాలగౌరీనాథ్శాస్త్రి,  పురాణశాస్త్రం  1941-01-01  1944  తెలుగు"
102,ఒక రోజు రాజు,జ్యోతిసిన్హా,"జంధ్యాలగౌరీనాథ్శాస్త్రి,పూర్ణిమ",కాదు_నిర్దిష్ట,1941-01-01,1944,1,తెలుగు,"జ్యోతిసిన్హా  జంధ్యాలగౌరీనాథ్శాస్త్రి,పూర్ణిమ  కాదు_నిర్దిష్ట  1941-01-01  1944  తెలుగు"
103,సంసార నారాధి,f.నారాయణమూర్తి,"మధాలికృషామూర్తి,భరత్శాస్త్రి",నాటకం,1941-01-01,1944,1,తెలుగు,"f.నారాయణమూర్తి  మధాలికృషామూర్తి,భరత్శాస్త్రి  నాటకం  1941-01-01  1944  తెలుగు"
104,సీతా రామ జననం,ఘంటసాలబలరామయ్య,ఎ.నాగేశ్వరరావు,పురాణశాస్త్రం,1941-01-01,1944,1,తెలుగు,ఘంటసాలబలరామయ్య  ఎ.నాగేశ్వరరావు  పురాణశాస్త్రం  1941-01-01  1944  తెలుగు
105,తహశీల్దార్,i.v.రావు,i.v.రావు,నాటకం,1941-01-01,1944,1,తెలుగు,i.v.రావు  i.v.రావు  నాటకం  1941-01-01  1944  తెలుగు
106,మాయా మచింద్ర,సి.హడావిడి,"జంధ్యాలగౌరినాథసాస్ట్రీ,",పురాణశాస్త్రం,1941-01-01,1945,1,తెలుగు,"సి.హడావిడి  జంధ్యాలగౌరినాథసాస్ట్రీ,  పురాణశాస్త్రం  1941-01-01  1945  తెలుగు"
107,మాయలోకం,గూడవల్లిరామబ్రహ్మం,ఎ.నాగేశ్వరరావు,జానపదసాహిత్యం,1941-01-01,1945,1,తెలుగు,గూడవల్లిరామబ్రహ్మం  ఎ.నాగేశ్వరరావు  జానపదసాహిత్యం  1941-01-01  1945  తెలుగు
108,పాదుక పట్టాభిషేకం,ఎ.బి.నాగభూషణం,సి.స్.ర్.ఆంజనేయులు,పురాణశాస్త్రం,1941-01-01,1945,1,తెలుగు,ఎ.బి.నాగభూషణం  సి.స్.ర్.ఆంజనేయులు  పురాణశాస్త్రం  1941-01-01  1945  తెలుగు
109,స్వర్గ సీమ,బిఎన్రెడ్డి,చిట్టోఆర్వి.నాగయాహెచ్,నాటకం,1941-01-01,1945,1,తెలుగు,బిఎన్రెడ్డి  చిట్టోఆర్వి.నాగయాహెచ్  నాటకం  1941-01-01  1945  తెలుగు
110,వాల్మీకి,ఎల్లిస్r.డంగన్,"నరసింహారావు,మణి",జీవితచరిత్ర,1941-01-01,1945,1,తెలుగు,"ఎల్లిస్r.డంగన్  నరసింహారావు,మణి  జీవితచరిత్ర  1941-01-01  1945  తెలుగు"
111,ఆదర్శం,h.v.బాబు,జగ్గయ్య,సామాజిక,1941-01-01,1952,1,తెలుగు,h.v.బాబు  జగ్గయ్య  సామాజిక  1941-01-01  1952  తెలుగు
112,ఆకలి,k.j.మోహన్రావు,తిక్కురిస్సిసుకుమారన్నాయర్,సామాజిక,1941-01-01,1952,1,తెలుగు,k.j.మోహన్రావు  తిక్కురిస్సిసుకుమారన్నాయర్  సామాజిక  1941-01-01  1952  తెలుగు
113,అతిన్తి కాపురం,ఆచార్య,m.n.నంబియార్,నాటకం,1941-01-01,1952,1,తెలుగు,ఆచార్య  m.n.నంబియార్  నాటకం  1941-01-01  1952  తెలుగు
114,చిన్న కోడలు,ఘంటసాలబలరామయ్య,c.h.నారాయణరావు,సామాజిక,1941-01-01,1952,1,తెలుగు,ఘంటసాలబలరామయ్య  c.h.నారాయణరావు  సామాజిక  1941-01-01  1952  తెలుగు
115,చిన్నమ్మ కథ,s.v.s.రామారావు,గోవిందరాజులసుబ్బారావు,సామాజిక,1941-01-01,1952,1,తెలుగు,s.v.s.రామారావు  గోవిందరాజులసుబ్బారావు  సామాజిక  1941-01-01  1952  తెలుగు
116,అంతే,ఎల్.v.సమర్పణ,ఎన్.టి.రామారావు,నాటకం,1941-01-01,1952,1,తెలుగు,ఎల్.v.సమర్పణ  ఎన్.టి.రామారావు  నాటకం  1941-01-01  1952  తెలుగు
117,ధర్మ దేవత,బి.హడావిడి,ప్.శాంతకుమారి,నాటకం,1941-01-01,1952,1,తెలుగు,బి.హడావిడి  ప్.శాంతకుమారి  నాటకం  1941-01-01  1952  తెలుగు
