Title,Director,Production,Music Composer,Cast,Genre,Release Date,Year
Mangammagari Manavadu,Kodi Ramakrishna,,K. V. Mahadevan,Nandamuri Balakrishna,,"
",1984
Mayuri,Singeetham Srinivasa Rao,,S. P. Balasubrahmanyam,Sudha Chandran,,"
",1984
Merupu Daadi,P. N. Ramachandra Rao,,,Suman,,"
",1984
Naagu,Tatineni Prasad,,,Chiranjeevi,,"
",1984
Nava Mohini,B. Vittalacharya,,Parthasarathy,Narasimha Raju,,"
",1984
Nayakulaku Saval,K. S. R. Das,,,Krishna,Action,"
",1984
Palnati Puli,Tatineni Prasad,,,Nandamuri Balakrishna,,"
",1984
Rachayitri,"
","
","
","
","
","
",1984
Raga Bandham,"
","
","
","
","
","
",1984
Railu Dopidi,"K. S. Reddy
","
","Raja
","Prabha, Vijaya Lalitha, Bhanuchandar, Jayamali-ni,
","
","11 May 1984
",1984
Rajahmundry Rome,"K. V. S. Prasad Reddy
","Jayavijay Enterprises
","Ilaiyaraja
","Raj Babu, Deepa, Devika, Sarath Babu
","Crime Thriller
","14 December 1984
",1984
Raktha Sambandham,"Vijaya Nirmala
",,Chakravarthy,Krishna,,"
",1984
Rana,Dasari Narayana Rao,,Chakravarthy,Shoban Babu,,"
",1984
Raraju,"G. Rammohan Rao
",,,Krishnam Raju,,"
",1984
Rojulu Marayi,"Satyanarayana Vejella
","
","Sivakrishna
","Sivakrishna, Gummadi Venkateswara Rao, Prabha, Rajyalakshmi, Rajeswari, Dr. Siva Prasad, Nutan Prasad, P. L. Narayana, Rajendra Prasad, Kiran Babu, Vallam Narasimha Rao, etc.
","
","12 May 1984
",1984
Rowdy,"A. Mohan Gandhi
",,Chakravarthy,Krishnam Raju,,"
",1984
Rustum,A. Kodandarami Reddy,,Chakravarthy,Chiranjeevi,,"
",1984
S. P. Bhayankar,V. B. Rajendra Prasad,,,ANR,,"
",1984
Sahasame Jeevitham,"Bharathi, Vasu
",,,Nandamuri Balakrishna,,"
",1984
Sampoorna Premayanam,N. B. Chakravarthy,"
","
",Sobhan Babu,"
","
",1984
Sangeeta Samrat,Singeetham Srinivasa Rao,,,ANR,,"
",1984
Seethamma Pelli,Bapu,,S. P. Balasubrahmanyam,Mohan Babu,,"
",1984
Sitaara,Vamsy,,,Bhanupriya,Drama,"
",1984
Srimadvirat Veerabrahmendra Swami Charitra,N. T. Rama Rao,,Ramesh Naidu,N. T. Rama Rao,,"
",1984
Srivariki Premalekha,Jandhyala,,Ramesh Naidu,Naresh,,"
",1984
Swathi,Kranthi Kumar,,,Suhasini,,"
",1984
Tandava Krishnudu,P. Chandrasekhara Reddy,,,ANR,,"
",1984
Vasantha Geetam,Singeetham Srinivasa Rao,,,ANR,,"
",1984
Veerabhadrudu,"Pinisetti Ravi Raja
","J. K. Films
","Ilaiyaraaja
","Madhala Ranga Rao, Murali, Vijayasanthi, Narra, Jyothi
","
","9 March 1984
",1984
Yuddham,Dasari Narayana Rao,,Chakravarthy,Krishna,,"
",1984
Aadi Dampatulu,"Dasari Narayana Rao
",,,Akkineni Nageswara Rao,,,1986
Aalapana,Vamsy,,Ilaiyaraaja,Mohan,,,1986
Anasuyamma Gari Alludu,"A. Kodandarami Reddy
",,,Nandamuri Balakrishna,,,1986
Apoorva Sahodarulu,K. Raghavendra Rao,,Chakravarthy,Balakrishna,,,1986
Aranyakanda,Kranthi Kumar,,,Akkineni Nagarjuna,,,1986
Brahma Rudrulu,K. Murali Mohan Rao,,,Akkineni Nageswara Rao,,,1986
Brahmastram,G. Ram Mohan Rao,,,Krishna,,,1986
Captain Nagarjun,"V. B. Rajendra Prasad
",,Ramesh Naidu,Akkineni Nagarjuna,,,1986
Chadastapu Mogudu,"Sharath
",,Chakravarthy,Suman,,,1986
Chanakya Shapadham,K. Raghavendra Rao,,Chakravarthy,Chiranjeevi,,,1986
Chantabbai,Jandhyala,,Chakravarthy,Chiranjeevi,,,1986
Deshoddharakudu,"S. S. Ravichandra
",,Chakravarthy,Balakrishna,,,1986
Dhairyavanthudu,Lakshmi Deepak,,,Chiranjeevi,,,1986
Driver Babu,"
",,,,,,1986
Ide Naa Samadhanam,"Rajachandra
",,Chakravarthy,Murali Mohan,,,1986
Jailu Pakshi,Kodi Ramakrishna,,,Sobhan Babu,,,1986
Jayam Manade,"K. Bapaiah
",,Vandemataram Srinivas,Krishna Ghattamaneni,,,1986
Jeevana Poratam,"Rajachandra
",,Chakravarthy,Shoban Babu,,,1986
Kaliyuga Krishnudu,K. Murali Mohana Rao,,,Nandamuri Balakrishna,,,1986
Kaliyuga Pandavulu,K. Raghavendra Rao,,Chakravarthy,Daggubati Venkatesh,,,1986
Karu Diddina Kapuram,D. V. Narasa Raju,,,Nutan Prasad,,,1986
Kashmora,"N. B. Chakravarthi
",,Chakravarthy,Rajendra Prasad,,,1986
Khaidi Rudraiah,A. Kodandarami Reddy,,Chakravarthy,Krishna Ghattamaneni,,,1986
Kirathakudu,A. Kodandarami Reddy,,Ilaiyaraaja,Chiranjeevi,,,1986
Kondaveeti Raja,K. Raghavendra Rao,,Chakravarthy,Chiranjeevi,,,1986
Krishna Garadi,,,"
",,,,1986
Ladies Tailor,"Vamsee
",,Ilaiyaraaja,Rajendra Prasad,,,1986
Magadheerudu,"Vijay Bapineedu
",,Chakravarthy,Chiranjeevi,,,1986
Mannemlo Monagadu,Kodi Ramakrishna,,K. V. Mahadevan,Arjun,,,1986
Muddula Krishnaiah,Kodi Ramakrishna,,,Nandamuri Balakrishna,,,1986
Naanum Oru Thozhilali,C. V. Sridhar,,,Kamal Haasan,,,1986
Nippulanti Manishi,"S. B. Chakravarthi
",,Chakravarthy,Nandamuri Balakrishna,,,1986
Padaharella Ammayi,P. S. Krishna Mohan Reddy,,,Rajendra Prasad,,,1986
Padamati Sandhya Ragam,Jandhyala,,S. P. Balasubrahmanyam,Vijayashanti,,,1986
Papikondalu,"G. Krishnamurthy
","Amara Pictures
","Chakravarthy
","Mohan Babu, Vanithasri,  Dr. M. Prabhakara Reddy, Giri Babu, ","
",03.10.1986,1986
Pavitra,"Vinay
",,,Rajendra Prasad,,,1986
Prathibhavanthudu,"Prabhakara Reddy
",,,Krishna Ghattamaneni,,,1986
Prathigatana,T. Krishna,,Chakravarthy,Chandra Mohan,,,1986
Punyasthree,Ravi Raja Pinisetty,,,Rajendra Prasad,,,1986
Rakshasudu,A. Kodandarami Reddy,,Ilaiyaraaja,Chiranjeevi,,,1986
Ravana Brahma,K. Raghavendra Rao,,,Krishnam Raju,,,1986
Rendu Rellu Aaru,Jandhyala,,Rajan-Nagendra,Chandra Mohan,,,1986
Repati Pourulu,T. Krishna,,Chakravarthy,Rajasekhar,,,1986
Sakkanodu,"V. Bhaskar Rao
",,K. V. Mahadevan,Shoban Babu,,,1986
Santhi Nivasam,"Gullapalli Ram Mohana Rao
",,,Krishna Ghattamaneni,,,1986
Seetharama Kalyanam,Jandhyala,,K. V. Mahadevan,Nandamuri Balakrishna,,,1986
Simhasanam,Krishna Ghattamaneni,,Bappi Lahiri,Krishna Ghattamaneni,,,1986
Sirivennela,K. Vishwanath,,K. V. Mahadevan,"Banerjee, ",,,1986
Srimathi Oka Bahumathi,Visu,,Sankar Ganesh,Naresh,,,1986
Srinivasa Kalyanam,Kodi Ramakrishna,,K. V. Mahadevan,Daggubati Venkatesh,,,1986
Swathi Muthyam,K. Vishwanath,,Ilaiyaraaja,"Kamal Hasan, ",,,1986
Sri Shirdi Saibaba Mahathyam,"K. Vasu
",,Ilaiyaraaja,"Vijaya Chander, ",,,1986
Tandra Paparayudu,Dasari Narayana Rao,,,Krishnam Raju,,,1986
Ugra Narasimham,Dasari Narayana Rao,,,Krishnam Raju,,,1986
Veta,A. Kodandarami Reddy,,Chakravarthy,Chiranjeevi,,,1986
Vikram,"Madhusudhan Rao
",,Chakravarthy,Akkineni Nagarjuna,,,1986
Agni,K. Raghavendra Rao,,,Akkineni Nagarjuna,,1989,1989
Ajatha Satruvu,Vijaya Nirmala,,,Krishna,,1989,1989
Anna Chellalu,Ravi Raja Pinisetty,,Chakravarthy,Shoban Babu,,1989,1989
Ashoka Chakravarthy,S. S. Ravichandra,,Ilaiyaraaja,Balakrishna,,1989,1989
Attaku Yamudu Ammayiki Mogudu,A. Kodandarami Reddy,,Chakravarthy,Chiranjeevi,,1989,1989
Adavilo Abhimanyudu,Anil,,K. V. Mahadevan,Jagapathi Babu,,1989,1989
Bala Gopaludu,Kodi Ramakrishna,,Raj-Koti,Balakrishna,,1989,1989
Bandhuvulostunnaru Jagratha,Sharath,,,Rajendra Prasad,,1989,1989
Bava Bava Panneeru,Jandhyala,,Chakravarthy,Naresh,,1989,1989
Bhale Dampathulu,Kodi Ramakrishna,,,ANR,,1989,1989
Bhale Donga,A. Kodandarami Reddy,,Chakravarthy,Balakrishna,,1989,1989
Bharata Nari,Muthyala Subbaiah,,Chakravarthy,"Vinod Kumar, ",,1989,1989
Bharyalu Jagratha,K. Balachandar,,Ilaiyaraaja,Rahman,,1989,1989
Chalaki Mogudu Chadastapu Pellam,Relangi Narasimha Rao,,,Rajendra Prasad,,1989,1989
Chettu Kinda Pleader,Vamshi,,Ilaiyaraaja,Rajendra Prasad,,1989,1989
Dharma Teja,Perala,,,Krishnam Raju,,1989,1989
Dhruva Nakshatram,Y. Nageswara Rao,,,Daggubati Venkatesh,,1989,1989
Gaduggai,Sharath,,Chakravarthy,Rajendra Prasad,,1989,1989
Geetanjali,Mani Ratnam,,Ilaiyaraaja,Akkineni Nagarjuna,,1989,1989
Goonda Rajyam,Kodi Ramakrishna,,,Krishna,,1989,1989
Gopala Rao Gari Abbayi,Manivannan,,,Rajendra Prasad,,1989,1989
Gudachari 117,Kodi Ramakrishna,,,Krishna,,1989,1989
Hai Hai Nayaka,Jandhyala,,Suresh Chandra,Naresh,,1989,1989
Indrudu Chandrudu,Suresh Krishna,,Ilaiyaraaja,Kamal Haasan,,1989,1989
Jayammu Nischayammu Raa,Jandhyala,,,Rajendra Prasad,,1989,1989
Joo Laka Taka ,G. Madhusudhan Rao,,Raj-Koti,Rajendra Prasad,,1989,1989
Koduku Diddina Kapuram,Krishna,,Raj-Koti,Krishna,,1989,1989
Kokila,Geetha Krishna,,Ilaiyaraaja,Naresh,,1989,1989
Lankeswarudu,Dasari Narayana Rao,,Raj-Koti,Chiranjeevi,,1989,1989
Mamatala Kovela,Muthyala Subbaiah,,K. V. Mahadevan,Rajasekhar,,1989,1989
Manchu Kutumbam,,,,,,1989,1989
Mouna Poratam,Mohan Gandhi,,,Yamuna,,1989,1989
Muddula Mavayya,Kodi Ramakrishna,,,Nandamuri Balakrishna,,1989,1989
Muthyamantha Muddu,Raviraja Pinisetty,,Hamsalekha,Rajendra Prasad,,1989,1989
Naga Pournami,Chola Raja,,Sankar Ganesh,Arjun,,1989,1989
Nyayam Meere Cheppali,G. Ramamohan Rao,,Chakravarthy,Suman,,1989,1989
Ontari Poratam,K. Raghavendra Rao,,Chakravarthy,Daggubati Venkatesh,,1989,1989
Paila Pacheesu,T. S. B. K. Moulee,,,Rajendra Prasad,,1989,1989
Poola Rangadu,Relangi Narasimha Rao,,,Rajendra Prasad,,1989,1989
Prema,Suresh Krissna,,,Daggubati Venkatesh,,1989,1989
Preminchi Choodu,Trivuraneni Varaprasad,,,Rajendra Prasad,,1989,1989
Rajakeeya Chadarangam,P. Chandrasekhara Reddy,,,ANR,,1989,1989
Rudranetra,K. Raghavendra Rao,,Ilaiyaraaja,Chiranjeevi,,1989,1989
Sahasame Naa Oopiri,Vijaya Nirmala,,,Krishna,,1989,1989
Sakshi,P. N. Ramachandra Rao,,,Rajendra Prasad,,1989,1989
Samsaram Oka Sangeetham,Bharadhwaj,,Chakravarthy,Chandra Mohan,,1989,1989
Sarvabhoumudu,S. S. Ravichandra,,,Krishna,,1989,1989
Simha Swapnam,V. Madhusudhan Rao,,,Krishnam Raju,,1989,1989
Siva,Ram Gopal Varma,,Ilaiyaraaja,Akkineni Nagarjuna,,1989,1989
Srirama Chandrudu,B. Bhaskara Rao,,Satyam,Krishnam Raju,,1989,1989
State Rowdy,B. Gopal,,Bappi Lahiri,Chiranjeevi,,1989,1989
Sutradharulu,K. Viswanath,,,ANR,,1989,1989
Swathi Chinukulu,Sri Chakramurthy,,,Vanisri,,1989,1989
Two Town Rowdy,Dasari Narayana Rao,,,Daggubati Venkatesh,,1989,1989
Vichitra Sodarulu,Singeetham Srinivasa Rao,,Ilaiyaraaja,Kamal Haasan,,1989,1989
Vicky Daada,A. Kodandarami Reddy,,,Akkineni Nagarjuna,,1989,1989
Vijay,B. Gopal,,Chakravarthy,Akkineni Nagarjuna,,1989,1989
Yamapaasam,Raviraja Pinisetty,,K. V. Mahadevan,Rajasekhar,,1989,1989
